"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";;;;;;
"1895465774581735559,""Fri Feb 28 13:27:11 +0000 2025"",""2"",""lagi ujan tapii dia (adek gue) rela nganterin gue ke fore karna guee pengen banget butterscotch nya https://t.co/iGdu6X8oYT"",""1895465774581735559"",""https://pbs.twimg.com/media/Gk4MEfsXkAAuSS4.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/abillptr/status/1895465774581735559"",""1855080948377042949"",""abillptr""";;;;;;
"1895464459256402385,""Fri Feb 28 13:21:57 +0000 2025"",""1"",""i love you fore eh maksudnya kipli https://t.co/V9cjfOrQJd"",""1895464459256402385"",""https://pbs.twimg.com/media/Gk4K3-UbkAAXc3Y.jpg"","""",""in"","""",""1"",""1"",""1"",""https://x.com/bayih/status/1895464459256402385"",""3002509946"",""bayih""";;;;;;
"1895463507963101581,""Fri Feb 28 13:18:10 +0000 2025"",""1"",""pdhl anak pertama itu trail error parenting wkwkwkwkwkwkwkw kaka ga boleh gitu itu jelek buat mental nya adek KONTOL ANJING GW GIMANA INI UDAH KENAK BANGET BABI"",""1895463507963101581"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/fore4life/status/1895463507963101581"",""1878994568286507009"",""fore4life""";;;;;;
"1895461600569725172,""Fri Feb 28 13:14:51 +0000 2025"",""1"",""@dynnaHere Napa luuuuu galaw lgi besok fore yu"",""1895462672948469789"","""",""dynnaHere"",""in"",""Mdn"",""0"",""1"",""0"",""https://x.com/bckbrnerdetect/status/1895462672948469789"",""1767262670485639168"",""bckbrnerdetect""";;;;;;
"1895462374808883706,""Fri Feb 28 13:13:40 +0000 2025"",""0"",""Dua hari lalu beli fore yg pure chamomile surpsringly bikin nyenyak tidur dan bangun2 badan seger &amp";" ga ngantuk https://t.co/PSbJaQgL5g"",""1895462374808883706"",""https://pbs.twimg.com/media/Gk4I98hbgAAuwCb.jpg"","""",""in"",""Earth"",""0"",""0"",""0"",""https://x.com/owroje/status/1895462374808883706"",""936312763"",""owroje""";;;;;
"1895462226821279903,""Fri Feb 28 13:13:05 +0000 2025"",""1"",""hallo! aku sudah open nokos mulai 3k dengan pilihan wa tele gmail gojek grab maxim shopee ovo lazada dana kakaotalk fore coffee google youtube. garansi atau nogar langsung wa di bio. #zonauang"",""1895462226821279903"","""","""",""in"",""close dm, wa only"",""0"",""0"",""0"",""https://x.com/_kitheu/status/1895462226821279903"",""2417656292"",""_kitheu""";;;;;;
"1895461819571171757,""Fri Feb 28 13:11:28 +0000 2025"",""0"",""badan gue bener bener gak bisa masuk kopi samsek bahkan yang seringan kopinya fore aja bikin geter sama pusing anjr"",""1895461819571171757"","""","""",""in"",""Bogor, Indonesia"",""0"",""0"",""0"",""https://x.com/ladoublle/status/1895461819571171757"",""1118157046254190592"",""ladoublle""";;;;;;
"1895442372148035709,""Fri Feb 28 13:05:22 +0000 2025"",""0"",""@nadiclofenark Lebih suka matchanya fore yaa?"",""1895460283688362453"","""",""nadiclofenark"",""in"",""🇵🇸"",""0"",""1"",""0"",""https://x.com/moonstarsvv/status/1895460283688362453"",""1313839413403607042"",""moonstarsvv""";;;;;;
"1895457542136074719,""Fri Feb 28 12:54:28 +0000 2025"",""0"",""Ggr pemerintah gw taraweh di fore sendiri"",""1895457542136074719"","""","""",""in"",""homophobic dni dnf ";" rps 🔞"",""0"",""1"",""0"",""https://x.com/myungjaerz/status/1895457542136074719"",""1765183985658015744"",""myungjaerz""";;;;;
"1895455826678276598,""Fri Feb 28 12:47:39 +0000 2025"",""1"",""fore atau tomoro bsk siang buka ga ya? pengen nugas diluar tp gamau malem:( aku ga puasa soalnya"",""1895455826678276598"","""","""",""in"",""jgn scroll bukan fan acc"",""0"",""2"",""0"",""https://x.com/yjilve/status/1895455826678276598"",""1563780086197006336"",""yjilve""";;;;;;
